Date,Region,Indicator,Value
2012-12-31,SRB,HepB3_coverage_pct,97.0
2012-12-31,SRB,MCV1_measles_coverage_pct,87.0
2012-12-31,SSD,BCG_coverage_pct,65.0
2012-12-31,SSD,DTP3_coverage_pct,63.0
2012-12-31,SSD,HepB3_coverage_pct,0.0
2012-12-31,SSD,MCV1_measles_coverage_pct,59.0
2012-12-31,STP,BCG_coverage_pct,99.0
2012-12-31,STP,DTP3_coverage_pct,96.0
2012-12-31,STP,HepB3_coverage_pct,96.0
2012-12-31,STP,MCV1_measles_coverage_pct,92.0
2012-12-31,SUR,DTP3_coverage_pct,76.0
2012-12-31,SUR,HepB3_coverage_pct,76.0
2012-12-31,SUR,MCV1_measles_coverage_pct,64.0
2012-12-31,SVK,BCG_coverage_pct,90.0
2012-12-31,SVK,DTP3_coverage_pct,99.0
2012-12-31,SVK,HepB3_coverage_pct,99.0
2012-12-31,SVK,MCV1_measles_coverage_pct,99.0
2012-12-31,SVN,DTP3_coverage_pct,96.0
2012-12-31,SVN,HepB3_coverage_pct,0.0
2012-12-31,SVN,MCV1_measles_coverage_pct,95.0
2012-12-31,SWE,BCG_coverage_pct,24.0
2012-12-31,SWE,DTP3_coverage_pct,98.0
2012-12-31,SWE,HepB3_coverage_pct,30.0
2012-12-31,SWE,MCV1_measles_coverage_pct,97.0
2012-12-31,SWZ,BCG_coverage_pct,99.0
2012-12-31,SWZ,DTP3_coverage_pct,95.0
2012-12-31,SWZ,HepB3_coverage_pct,95.0
2012-12-31,SWZ,MCV1_measles_coverage_pct,88.0
2012-12-31,SYC,BCG_coverage_pct,99.0
2012-12-31,SYC,DTP3_coverage_pct,98.0
2012-12-31,SYC,HepB3_coverage_pct,98.0
2012-12-31,SYC,MCV1_measles_coverage_pct,98.0
2012-12-31,SYR,BCG_coverage_pct,82.0
2012-12-31,SYR,DTP3_coverage_pct,58.0
2012-12-31,SYR,HepB3_coverage_pct,52.0
2012-12-31,SYR,MCV1_measles_coverage_pct,72.0
2012-12-31,TCD,BCG_coverage_pct,62.0
2012-12-31,TCD,DTP3_coverage_pct,40.0
2012-12-31,TCD,HepB3_coverage_pct,40.0
2012-12-31,TCD,MCV1_measles_coverage_pct,63.0
2012-12-31,TGO,BCG_coverage_pct,97.0
2012-12-31,TGO,DTP3_coverage_pct,84.0
2012-12-31,TGO,HepB3_coverage_pct,84.0
2012-12-31,TGO,MCV1_measles_coverage_pct,72.0
2012-12-31,THA,BCG_coverage_pct,99.0
2012-12-31,THA,DTP3_coverage_pct,99.0
2012-12-31,THA,HepB3_coverage_pct,98.0
2012-12-31,THA,MCV1_measles_coverage_pct,98.0
2012-12-31,TJK,BCG_coverage_pct,95.0
2012-12-31,TJK,DTP3_coverage_pct,91.0
2012-12-31,TJK,HepB3_coverage_pct,90.0
2012-12-31,TJK,MCV1_measles_coverage_pct,90.0
2012-12-31,TKM,BCG_coverage_pct,99.0
2012-12-31,TKM,DTP3_coverage_pct,97.0
2012-12-31,TKM,HepB3_coverage_pct,98.0
2012-12-31,TKM,MCV1_measles_coverage_pct,99.0
2012-12-31,TLS,BCG_coverage_pct,86.0
2012-12-31,TLS,DTP3_coverage_pct,83.0
2012-12-31,TLS,HepB3_coverage_pct,83.0
2012-12-31,TLS,MCV1_measles_coverage_pct,73.0
2012-12-31,TON,BCG_coverage_pct,95.0
2012-12-31,TON,DTP3_coverage_pct,95.0
2012-12-31,TON,HepB3_coverage_pct,95.0
2012-12-31,TON,MCV1_measles_coverage_pct,95.0
2012-12-31,TTO,DTP3_coverage_pct,92.0
2012-12-31,TTO,HepB3_coverage_pct,92.0
2012-12-31,TTO,MCV1_measles_coverage_pct,85.0
2012-12-31,TUN,BCG_coverage_pct,99.0
2012-12-31,TUN,DTP3_coverage_pct,97.0
2012-12-31,TUN,HepB3_coverage_pct,97.0
2012-12-31,TUN,MCV1_measles_coverage_pct,96.0
2012-12-31,TUR,BCG_coverage_pct,96.0
2012-12-31,TUR,DTP3_coverage_pct,97.0
2012-12-31,TUR,HepB3_coverage_pct,97.0
2012-12-31,TUR,MCV1_measles_coverage_pct,96.0
2012-12-31,TUV,BCG_coverage_pct,99.0
2012-12-31,TUV,DTP3_coverage_pct,97.0
2012-12-31,TUV,HepB3_coverage_pct,97.0
2012-12-31,TUV,MCV1_measles_coverage_pct,98.0
2012-12-31,TZA,BCG_coverage_pct,99.0
2012-12-31,TZA,DTP3_coverage_pct,92.0
2012-12-31,TZA,HepB3_coverage_pct,92.0
2012-12-31,TZA,MCV1_measles_coverage_pct,97.0
2012-12-31,UGA,BCG_coverage_pct,95.0
2012-12-31,UGA,DTP3_coverage_pct,83.0
2012-12-31,UGA,HepB3_coverage_pct,83.0
2012-12-31,UGA,MCV1_measles_coverage_pct,80.0
2012-12-31,UKR,BCG_coverage_pct,95.0
2012-12-31,UKR,DTP3_coverage_pct,76.0
2012-12-31,UKR,HepB3_coverage_pct,46.0
2012-12-31,UKR,MCV1_measles_coverage_pct,79.0
2012-12-31,URY,BCG_coverage_pct,99.0
2012-12-31,URY,DTP3_coverage_pct,95.0
2012-12-31,URY,HepB3_coverage_pct,95.0
2012-12-31,URY,MCV1_measles_coverage_pct,96.0
2012-12-31,USA,DTP3_coverage_pct,94.0
2012-12-31,USA,HepB3_coverage_pct,90.0
2012-12-31,USA,MCV1_measles_coverage_pct,91.0
2012-12-31,UZB,BCG_coverage_pct,99.0
2012-12-31,UZB,DTP3_coverage_pct,99.0
2012-12-31,UZB,HepB3_coverage_pct,99.0
2012-12-31,UZB,MCV1_measles_coverage_pct,99.0
2012-12-31,VCT,BCG_coverage_pct,97.0
2012-12-31,VCT,DTP3_coverage_pct,96.0
2012-12-31,VCT,HepB3_coverage_pct,96.0
2012-12-31,VCT,MCV1_measles_coverage_pct,94.0
2012-12-31,VEN,BCG_coverage_pct,96.0
2012-12-31,VEN,DTP3_coverage_pct,81.0
2012-12-31,VEN,HepB3_coverage_pct,81.0
2012-12-31,VEN,MCV1_measles_coverage_pct,87.0
2012-12-31,VNM,BCG_coverage_pct,98.0
2012-12-31,VNM,DTP3_coverage_pct,97.0
2012-12-31,VNM,HepB3_coverage_pct,97.0
2012-12-31,VNM,MCV1_measles_coverage_pct,96.0
2012-12-31,VUT,BCG_coverage_pct,92.0
2012-12-31,VUT,DTP3_coverage_pct,82.0
2012-12-31,VUT,HepB3_coverage_pct,82.0
2012-12-31,VUT,MCV1_measles_coverage_pct,80.0
2012-12-31,WSM,BCG_coverage_pct,90.0
2012-12-31,WSM,DTP3_coverage_pct,82.0
2012-12-31,WSM,HepB3_coverage_pct,82.0
2012-12-31,WSM,MCV1_measles_coverage_pct,76.0
2012-12-31,YEM,BCG_coverage_pct,64.0
2012-12-31,YEM,DTP3_coverage_pct,67.0
2012-12-31,YEM,HepB3_coverage_pct,67.0
2012-12-31,YEM,MCV1_measles_coverage_pct,63.0
2012-12-31,ZAF,BCG_coverage_pct,86.0
2012-12-31,ZAF,DTP3_coverage_pct,71.0
2012-12-31,ZAF,HepB3_coverage_pct,70.0
2012-12-31,ZAF,MCV1_measles_coverage_pct,79.0
2012-12-31,ZMB,BCG_coverage_pct,92.0
2012-12-31,ZMB,DTP3_coverage_pct,78.0
2012-12-31,ZMB,HepB3_coverage_pct,78.0
2012-12-31,ZMB,MCV1_measles_coverage_pct,82.0
2012-12-31,ZWE,BCG_coverage_pct,98.0
2012-12-31,ZWE,DTP3_coverage_pct,95.0
2012-12-31,ZWE,HepB3_coverage_pct,97.0
2012-12-31,ZWE,MCV1_measles_coverage_pct,97.0
2013-12-31,AFG,BCG_coverage_pct,72.0
2013-12-31,AFG,DTP3_coverage_pct,64.0
2013-12-31,AFG,HepB3_coverage_pct,64.0
2013-12-31,AFG,MCV1_measles_coverage_pct,57.0
2013-12-31,AGO,BCG_coverage_pct,71.0
2013-12-31,AGO,DTP3_coverage_pct,54.0
2013-12-31,AGO,HepB3_coverage_pct,54.0
2013-12-31,AGO,MCV1_measles_coverage_pct,59.0
2013-12-31,ALB,BCG_coverage_pct,99.0
2013-12-31,ALB,DTP3_coverage_pct,99.0
2013-12-31,ALB,HepB3_coverage_pct,99.0
2013-12-31,ALB,MCV1_measles_coverage_pct,99.0
2013-12-31,AND,DTP3_coverage_pct,96.0
2013-12-31,AND,HepB3_coverage_pct,94.0
2013-12-31,AND,MCV1_measles_coverage_pct,95.0
2013-12-31,ARE,BCG_coverage_pct,94.0
2013-12-31,ARE,DTP3_coverage_pct,98.0
2013-12-31,ARE,HepB3_coverage_pct,98.0
2013-12-31,ARE,MCV1_measles_coverage_pct,98.0
2013-12-31,ARG,BCG_coverage_pct,99.0
2013-12-31,ARG,DTP3_coverage_pct,94.0
2013-12-31,ARG,HepB3_coverage_pct,94.0
2013-12-31,ARG,MCV1_measles_coverage_pct,94.0
2013-12-31,ARM,BCG_coverage_pct,99.0
2013-12-31,ARM,DTP3_coverage_pct,95.0
2013-12-31,ARM,HepB3_coverage_pct,95.0
2013-12-31,ARM,MCV1_measles_coverage_pct,97.0
2013-12-31,ATG,DTP3_coverage_pct,99.0
2013-12-31,ATG,HepB3_coverage_pct,99.0
2013-12-31,ATG,MCV1_measles_coverage_pct,96.0
2013-12-31,AUS,DTP3_coverage_pct,91.0
2013-12-31,AUS,HepB3_coverage_pct,91.0
2013-12-31,AUS,MCV1_measles_coverage_pct,94.0
2013-12-31,AUT,DTP3_coverage_pct,93.0
2013-12-31,AUT,HepB3_coverage_pct,93.0
2013-12-31,AUT,MCV1_measles_coverage_pct,86.0
2013-12-31,AZE,BCG_coverage_pct,98.0
2013-12-31,AZE,DTP3_coverage_pct,78.0
2013-12-31,AZE,HepB3_coverage_pct,78.0
2013-12-31,AZE,MCV1_measles_coverage_pct,86.0
2013-12-31,BDI,BCG_coverage_pct,95.0
2013-12-31,BDI,DTP3_coverage_pct,96.0
2013-12-31,BDI,HepB3_coverage_pct,96.0
2013-12-31,BDI,MCV1_measles_coverage_pct,98.0
2013-12-31,BEL,DTP3_coverage_pct,99.0
2013-12-31,BEL,HepB3_coverage_pct,98.0
2013-12-31,BEL,MCV1_measles_coverage_pct,96.0
2013-12-31,BEN,BCG_coverage_pct,95.0
2013-12-31,BEN,DTP3_coverage_pct,77.0
2013-12-31,BEN,HepB3_coverage_pct,77.0
2013-12-31,BEN,MCV1_measles_coverage_pct,68.0
2013-12-31,BFA,BCG_coverage_pct,96.0
2013-12-31,BFA,DTP3_coverage_pct,88.0
2013-12-31,BFA,HepB3_coverage_pct,88.0
2013-12-31,BFA,MCV1_measles_coverage_pct,82.0
2013-12-31,BGD,BCG_coverage_pct,99.0
2013-12-31,BGD,DTP3_coverage_pct,96.0
2013-12-31,BGD,HepB3_coverage_pct,96.0
2013-12-31,BGD,MCV1_measles_coverage_pct,91.0
2013-12-31,BGR,BCG_coverage_pct,97.0
2013-12-31,BGR,DTP3_coverage_pct,95.0
2013-12-31,BGR,HepB3_coverage_pct,95.0
2013-12-31,BGR,MCV1_measles_coverage_pct,95.0
2013-12-31,BHR,DTP3_coverage_pct,99.0
2013-12-31,BHR,HepB3_coverage_pct,99.0
2013-12-31,BHR,MCV1_measles_coverage_pct,99.0
2013-12-31,BHS,DTP3_coverage_pct,97.0
2013-12-31,BHS,HepB3_coverage_pct,97.0
2013-12-31,BHS,MCV1_measles_coverage_pct,92.0
2013-12-31,BIH,BCG_coverage_pct,97.0
2013-12-31,BIH,DTP3_coverage_pct,89.0
2013-12-31,BIH,HepB3_coverage_pct,91.0
2013-12-31,BIH,MCV1_measles_coverage_pct,92.0
2013-12-31,BLR,BCG_coverage_pct,99.0
2013-12-31,BLR,DTP3_coverage_pct,98.0
2013-12-31,BLR,HepB3_coverage_pct,98.0
2013-12-31,BLR,MCV1_measles_coverage_pct,99.0
2013-12-31,BLZ,BCG_coverage_pct,99.0
2013-12-31,BLZ,DTP3_coverage_pct,95.0
2013-12-31,BLZ,HepB3_coverage_pct,95.0
2013-12-31,BLZ,MCV1_measles_coverage_pct,99.0
2013-12-31,BOL,BCG_coverage_pct,91.0
2013-12-31,BOL,DTP3_coverage_pct,86.0
2013-12-31,BOL,HepB3_coverage_pct,87.0
2013-12-31,BOL,MCV1_measles_coverage_pct,87.0
2013-12-31,BRA,BCG_coverage_pct,99.0
2013-12-31,BRA,DTP3_coverage_pct,97.0
2013-12-31,BRA,HepB3_coverage_pct,96.0
2013-12-31,BRA,MCV1_measles_coverage_pct,98.0
2013-12-31,BRB,DTP3_coverage_pct,91.0
2013-12-31,BRB,HepB3_coverage_pct,91.0
2013-12-31,BRB,MCV1_measles_coverage_pct,87.0
2013-12-31,BRN,BCG_coverage_pct,99.0
2013-12-31,BRN,DTP3_coverage_pct,99.0
2013-12-31,BRN,HepB3_coverage_pct,98.0
2013-12-31,BRN,MCV1_measles_coverage_pct,96.0
2013-12-31,BTN,BCG_coverage_pct,97.0
2013-12-31,BTN,DTP3_coverage_pct,97.0
2013-12-31,BTN,HepB3_coverage_pct,97.0
2013-12-31,BTN,MCV1_measles_coverage_pct,94.0
2013-12-31,BWA,BCG_coverage_pct,98.0
2013-12-31,BWA,DTP3_coverage_pct,95.0
2013-12-31,BWA,HepB3_coverage_pct,95.0
2013-12-31,BWA,MCV1_measles_coverage_pct,97.0
2013-12-31,CAF,BCG_coverage_pct,37.0
2013-12-31,CAF,DTP3_coverage_pct,23.0
2013-12-31,CAF,HepB3_coverage_pct,23.0
2013-12-31,CAF,MCV1_measles_coverage_pct,25.0
2013-12-31,CAN,DTP3_coverage_pct,91.0
2013-12-31,CAN,HepB3_coverage_pct,55.0
2013-12-31,CAN,MCV1_measles_coverage_pct,90.0
2013-12-31,CHE,DTP3_coverage_pct,96.0
2013-12-31,CHE,HepB3_coverage_pct,0.0
2013-12-31,CHE,MCV1_measles_coverage_pct,93.0
2013-12-31,CHL,BCG_coverage_pct,98.0
2013-12-31,CHL,DTP3_coverage_pct,91.0
2013-12-31,CHL,HepB3_coverage_pct,90.0
2013-12-31,CHL,MCV1_measles_coverage_pct,90.0
2013-12-31,CHN,BCG_coverage_pct,99.0
2013-12-31,CHN,DTP3_coverage_pct,99.0
2013-12-31,CHN,HepB3_coverage_pct,99.0
2013-12-31,CHN,MCV1_measles_coverage_pct,99.0
2013-12-31,CIV,BCG_coverage_pct,85.0
2013-12-31,CIV,DTP3_coverage_pct,75.0
2013-12-31,CIV,HepB3_coverage_pct,75.0
2013-12-31,CIV,MCV1_measles_coverage_pct,70.0
2013-12-31,CMR,BCG_coverage_pct,84.0
2013-12-31,CMR,DTP3_coverage_pct,76.0
2013-12-31,CMR,HepB3_coverage_pct,76.0
2013-12-31,CMR,MCV1_measles_coverage_pct,71.0
2013-12-31,COD,BCG_coverage_pct,85.0
2013-12-31,COD,DTP3_coverage_pct,71.0
2013-12-31,COD,HepB3_coverage_pct,71.0
2013-12-31,COD,MCV1_measles_coverage_pct,68.0
2013-12-31,COG,BCG_coverage_pct,92.0
2013-12-31,COG,DTP3_coverage_pct,85.0
2013-12-31,COG,HepB3_coverage_pct,85.0
2013-12-31,COG,MCV1_measles_coverage_pct,80.0
2013-12-31,COK,BCG_coverage_pct,98.0
2013-12-31,COK,DTP3_coverage_pct,98.0
2013-12-31,COK,HepB3_coverage_pct,98.0
2013-12-31,COK,MCV1_measles_coverage_pct,97.0
2013-12-31,COL,BCG_coverage_pct,85.0
2013-12-31,COL,DTP3_coverage_pct,91.0
2013-12-31,COL,HepB3_coverage_pct,91.0
2013-12-31,COL,MCV1_measles_coverage_pct,92.0
2013-12-31,COM,BCG_coverage_pct,80.0
2013-12-31,COM,DTP3_coverage_pct,83.0
2013-12-31,COM,HepB3_coverage_pct,83.0
2013-12-31,COM,MCV1_measles_coverage_pct,82.0
2013-12-31,CPV,BCG_coverage_pct,94.0
2013-12-31,CPV,DTP3_coverage_pct,93.0
2013-12-31,CPV,HepB3_coverage_pct,93.0
2013-12-31,CPV,MCV1_measles_coverage_pct,91.0
2013-12-31,CRI,BCG_coverage_pct,93.0
2013-12-31,CRI,DTP3_coverage_pct,95.0
2013-12-31,CRI,HepB3_coverage_pct,94.0
2013-12-31,CRI,MCV1_measles_coverage_pct,91.0
2013-12-31,CUB,BCG_coverage_pct,99.0
2013-12-31,CUB,DTP3_coverage_pct,99.0
2013-12-31,CUB,HepB3_coverage_pct,96.0
2013-12-31,CUB,MCV1_measles_coverage_pct,99.0
2013-12-31,CYP,DTP3_coverage_pct,99.0
2013-12-31,CYP,HepB3_coverage_pct,96.0
2013-12-31,CYP,MCV1_measles_coverage_pct,86.0
2013-12-31,CZE,DTP3_coverage_pct,98.0
2013-12-31,CZE,HepB3_coverage_pct,99.0
2013-12-31,CZE,MCV1_measles_coverage_pct,99.0
2013-12-31,DEU,DTP3_coverage_pct,93.0
2013-12-31,DEU,HepB3_coverage_pct,87.0
2013-12-31,DEU,MCV1_measles_coverage_pct,97.0
2013-12-31,DJI,BCG_coverage_pct,86.0
2013-12-31,DJI,DTP3_coverage_pct,82.0
2013-12-31,DJI,HepB3_coverage_pct,82.0
2013-12-31,DJI,MCV1_measles_coverage_pct,80.0
2013-12-31,DMA,BCG_coverage_pct,97.0
2013-12-31,DMA,DTP3_coverage_pct,97.0
2013-12-31,DMA,HepB3_coverage_pct,97.0
2013-12-31,DMA,MCV1_measles_coverage_pct,93.0
2013-12-31,DNK,DTP3_coverage_pct,94.0
2013-12-31,DNK,HepB3_coverage_pct,0.0
2013-12-31,DNK,MCV1_measles_coverage_pct,89.0
2013-12-31,DOM,BCG_coverage_pct,99.0
2013-12-31,DOM,DTP3_coverage_pct,83.0
2013-12-31,DOM,HepB3_coverage_pct,80.0
2013-12-31,DOM,MCV1_measles_coverage_pct,83.0
2013-12-31,DZA,BCG_coverage_pct,99.0
2013-12-31,DZA,DTP3_coverage_pct,95.0
2013-12-31,DZA,HepB3_coverage_pct,95.0
2013-12-31,DZA,MCV1_measles_coverage_pct,95.0
2013-12-31,ECU,BCG_coverage_pct,90.0
2013-12-31,ECU,DTP3_coverage_pct,87.0
2013-12-31,ECU,HepB3_coverage_pct,87.0
2013-12-31,ECU,MCV1_measles_coverage_pct,97.0
2013-12-31,EGY,BCG_coverage_pct,98.0
2013-12-31,EGY,DTP3_coverage_pct,97.0
2013-12-31,EGY,HepB3_coverage_pct,97.0
2013-12-31,EGY,MCV1_measles_coverage_pct,96.0
2013-12-31,ERI,BCG_coverage_pct,97.0
2013-12-31,ERI,DTP3_coverage_pct,94.0
2013-12-31,ERI,HepB3_coverage_pct,94.0
2013-12-31,ERI,MCV1_measles_coverage_pct,94.0
2013-12-31,ESP,DTP3_coverage_pct,96.0
2013-12-31,ESP,HepB3_coverage_pct,95.0
2013-12-31,ESP,MCV1_measles_coverage_pct,95.0
2013-12-31,EST,BCG_coverage_pct,96.0
2013-12-31,EST,DTP3_coverage_pct,94.0
2013-12-31,EST,HepB3_coverage_pct,93.0
2013-12-31,EST,MCV1_measles_coverage_pct,94.0
2013-12-31,ETH,BCG_coverage_pct,68.0
2013-12-31,ETH,DTP3_coverage_pct,59.0
2013-12-31,ETH,HepB3_coverage_pct,59.0
2013-12-31,ETH,MCV1_measles_coverage_pct,55.0
2013-12-31,FIN,DTP3_coverage_pct,98.0
2013-12-31,FIN,HepB3_coverage_pct,0.0
2013-12-31,FIN,MCV1_measles_coverage_pct,97.0
2013-12-31,FJI,BCG_coverage_pct,99.0
2013-12-31,FJI,DTP3_coverage_pct,99.0
2013-12-31,FJI,HepB3_coverage_pct,99.0
2013-12-31,FJI,MCV1_measles_coverage_pct,94.0
2013-12-31,FRA,DTP3_coverage_pct,88.0
2013-12-31,FRA,HepB3_coverage_pct,82.0
2013-12-31,FRA,MCV1_measles_coverage_pct,90.0
2013-12-31,FSM,BCG_coverage_pct,70.0
2013-12-31,FSM,DTP3_coverage_pct,81.0
2013-12-31,FSM,HepB3_coverage_pct,83.0
2013-12-31,FSM,MCV1_measles_coverage_pct,91.0
2013-12-31,GAB,BCG_coverage_pct,91.0
2013-12-31,GAB,DTP3_coverage_pct,79.0
2013-12-31,GAB,HepB3_coverage_pct,79.0
2013-12-31,GAB,MCV1_measles_coverage_pct,70.0
2013-12-31,GBR,DTP3_coverage_pct,95.0
2013-12-31,GBR,HepB3_coverage_pct,0.0
2013-12-31,GBR,MCV1_measles_coverage_pct,93.0
2013-12-31,GEO,BCG_coverage_pct,95.0
2013-12-31,GEO,DTP3_coverage_pct,93.0
2013-12-31,GEO,HepB3_coverage_pct,96.0
2013-12-31,GEO,MCV1_measles_coverage_pct,97.0
2013-12-31,GHA,BCG_coverage_pct,98.0
2013-12-31,GHA,DTP3_coverage_pct,90.0
2013-12-31,GHA,HepB3_coverage_pct,90.0
2013-12-31,GHA,MCV1_measles_coverage_pct,89.0
2013-12-31,GIN,BCG_coverage_pct,71.0
2013-12-31,GIN,DTP3_coverage_pct,50.0
2013-12-31,GIN,HepB3_coverage_pct,50.0
2013-12-31,GIN,MCV1_measles_coverage_pct,54.0
2013-12-31,GMB,BCG_coverage_pct,98.0
2013-12-31,GMB,DTP3_coverage_pct,97.0
2013-12-31,GMB,HepB3_coverage_pct,97.0
2013-12-31,GMB,MCV1_measles_coverage_pct,96.0
2013-12-31,GNB,BCG_coverage_pct,93.0
2013-12-31,GNB,DTP3_coverage_pct,87.0
2013-12-31,GNB,HepB3_coverage_pct,87.0
2013-12-31,GNB,MCV1_measles_coverage_pct,81.0
2013-12-31,GNQ,BCG_coverage_pct,82.0
2013-12-31,GNQ,DTP3_coverage_pct,53.0
2013-12-31,GNQ,HepB3_coverage_pct,0.0
2013-12-31,GNQ,MCV1_measles_coverage_pct,51.0
2013-12-31,GRC,DTP3_coverage_pct,99.0
2013-12-31,GRC,HepB3_coverage_pct,98.0
2013-12-31,GRC,MCV1_measles_coverage_pct,99.0
2013-12-31,GRD,DTP3_coverage_pct,97.0
2013-12-31,GRD,HepB3_coverage_pct,97.0
2013-12-31,GRD,MCV1_measles_coverage_pct,94.0
2013-12-31,GTM,BCG_coverage_pct,99.0
2013-12-31,GTM,DTP3_coverage_pct,96.0
2013-12-31,GTM,HepB3_coverage_pct,96.0
2013-12-31,GTM,MCV1_measles_coverage_pct,91.0
2013-12-31,GUY,BCG_coverage_pct,98.0
2013-12-31,GUY,DTP3_coverage_pct,98.0
2013-12-31,GUY,HepB3_coverage_pct,98.0
2013-12-31,GUY,MCV1_measles_coverage_pct,99.0
2013-12-31,HND,BCG_coverage_pct,97.0
2013-12-31,HND,DTP3_coverage_pct,99.0
2013-12-31,HND,HepB3_coverage_pct,99.0
2013-12-31,HND,MCV1_measles_coverage_pct,97.0
2013-12-31,HRV,BCG_coverage_pct,99.0
2013-12-31,HRV,DTP3_coverage_pct,96.0
2013-12-31,HRV,HepB3_coverage_pct,96.0
2013-12-31,HRV,MCV1_measles_coverage_pct,94.0
2013-12-31,HTI,BCG_coverage_pct,82.0
2013-12-31,HTI,DTP3_coverage_pct,65.0
2013-12-31,HTI,HepB3_coverage_pct,68.0
2013-12-31,HTI,MCV1_measles_coverage_pct,68.0
2013-12-31,HUN,BCG_coverage_pct,99.0
2013-12-31,HUN,DTP3_coverage_pct,99.0
2013-12-31,HUN,HepB3_coverage_pct,0.0
2013-12-31,HUN,MCV1_measles_coverage_pct,99.0
2013-12-31,IDN,BCG_coverage_pct,90.0
2013-12-31,IDN,DTP3_coverage_pct,92.0
2013-12-31,IDN,HepB3_coverage_pct,90.0
2013-12-31,IDN,MCV1_measles_coverage_pct,87.0
2013-12-31,IND,BCG_coverage_pct,91.0
2013-12-31,IND,DTP3_coverage_pct,83.0
2013-12-31,IND,HepB3_coverage_pct,67.0
2013-12-31,IND,MCV1_measles_coverage_pct,83.0
2013-12-31,IRL,BCG_coverage_pct,76.0
2013-12-31,IRL,DTP3_coverage_pct,96.0
2013-12-31,IRL,HepB3_coverage_pct,95.0
2013-12-31,IRL,MCV1_measles_coverage_pct,93.0
2013-12-31,IRN,BCG_coverage_pct,99.0
2013-12-31,IRN,DTP3_coverage_pct,98.0
2013-12-31,IRN,HepB3_coverage_pct,99.0
2013-12-31,IRN,MCV1_measles_coverage_pct,98.0
2013-12-31,IRQ,BCG_coverage_pct,99.0
2013-12-31,IRQ,DTP3_coverage_pct,73.0
2013-12-31,IRQ,HepB3_coverage_pct,68.0
2013-12-31,IRQ,MCV1_measles_coverage_pct,73.0
2013-12-31,ISL,DTP3_coverage_pct,91.0
2013-12-31,ISL,HepB3_coverage_pct,0.0
2013-12-31,ISL,MCV1_measles_coverage_pct,91.0
2013-12-31,ISR,DTP3_coverage_pct,96.0
2013-12-31,ISR,HepB3_coverage_pct,97.0
2013-12-31,ISR,MCV1_measles_coverage_pct,98.0
2013-12-31,ITA,DTP3_coverage_pct,96.0
2013-12-31,ITA,HepB3_coverage_pct,96.0
2013-12-31,ITA,MCV1_measles_coverage_pct,90.0
2013-12-31,JAM,BCG_coverage_pct,93.0
2013-12-31,JAM,DTP3_coverage_pct,93.0
2013-12-31,JAM,HepB3_coverage_pct,93.0
2013-12-31,JAM,MCV1_measles_coverage_pct,94.0
2013-12-31,JOR,BCG_coverage_pct,98.0
2013-12-31,JOR,DTP3_coverage_pct,98.0
2013-12-31,JOR,HepB3_coverage_pct,98.0
2013-12-31,JOR,MCV1_measles_coverage_pct,97.0
2013-12-31,JPN,BCG_coverage_pct,93.0
2013-12-31,JPN,DTP3_coverage_pct,96.0
2013-12-31,JPN,HepB3_coverage_pct,0.0
2013-12-31,JPN,MCV1_measles_coverage_pct,95.0
2013-12-31,KAZ,BCG_coverage_pct,95.0
2013-12-31,KAZ,DTP3_coverage_pct,98.0
2013-12-31,KAZ,HepB3_coverage_pct,99.0
2013-12-31,KAZ,MCV1_measles_coverage_pct,99.0
2013-12-31,KEN,BCG_coverage_pct,92.0
2013-12-31,KEN,DTP3_coverage_pct,87.0
2013-12-31,KEN,HepB3_coverage_pct,87.0
2013-12-31,KEN,MCV1_measles_coverage_pct,94.0
2013-12-31,KGZ,BCG_coverage_pct,98.0
2013-12-31,KGZ,DTP3_coverage_pct,97.0
2013-12-31,KGZ,HepB3_coverage_pct,97.0
2013-12-31,KGZ,MCV1_measles_coverage_pct,99.0
2013-12-31,KHM,BCG_coverage_pct,96.0
2013-12-31,KHM,DTP3_coverage_pct,86.0
2013-12-31,KHM,HepB3_coverage_pct,86.0
2013-12-31,KHM,MCV1_measles_coverage_pct,79.0
2013-12-31,KIR,BCG_coverage_pct,86.0
2013-12-31,KIR,DTP3_coverage_pct,95.0
2013-12-31,KIR,HepB3_coverage_pct,95.0
2013-12-31,KIR,MCV1_measles_coverage_pct,91.0
2013-12-31,KNA,BCG_coverage_pct,94.0
2013-12-31,KNA,DTP3_coverage_pct,97.0
2013-12-31,KNA,HepB3_coverage_pct,97.0
2013-12-31,KNA,MCV1_measles_coverage_pct,99.0
2013-12-31,KOR,BCG_coverage_pct,99.0
2013-12-31,KOR,DTP3_coverage_pct,99.0
2013-12-31,KOR,HepB3_coverage_pct,99.0
2013-12-31,KOR,MCV1_measles_coverage_pct,99.0
2013-12-31,KWT,BCG_coverage_pct,99.0
2013-12-31,KWT,DTP3_coverage_pct,99.0
2013-12-31,KWT,HepB3_coverage_pct,99.0
2013-12-31,KWT,MCV1_measles_coverage_pct,99.0
2013-12-31,LAO,BCG_coverage_pct,87.0
2013-12-31,LAO,DTP3_coverage_pct,83.0
2013-12-31,LAO,HepB3_coverage_pct,83.0
2013-12-31,LAO,MCV1_measles_coverage_pct,78.0
2013-12-31,LBN,DTP3_coverage_pct,83.0
2013-12-31,LBN,HepB3_coverage_pct,83.0
2013-12-31,LBN,MCV1_measles_coverage_pct,82.0
2013-12-31,LBR,BCG_coverage_pct,87.0
