Date,Region,Indicator,Value
2002-12-31,MDV,DTP3_coverage_pct,98.0
2002-12-31,MDV,HepB3_coverage_pct,98.0
2002-12-31,MDV,MCV1_measles_coverage_pct,97.0
2002-12-31,MEX,BCG_coverage_pct,99.0
2002-12-31,MEX,DTP3_coverage_pct,97.0
2002-12-31,MEX,HepB3_coverage_pct,97.0
2002-12-31,MEX,MCV1_measles_coverage_pct,96.0
2002-12-31,MHL,BCG_coverage_pct,90.0
2002-12-31,MHL,DTP3_coverage_pct,80.0
2002-12-31,MHL,HepB3_coverage_pct,80.0
2002-12-31,MHL,MCV1_measles_coverage_pct,80.0
2002-12-31,MKD,BCG_coverage_pct,91.0
2002-12-31,MKD,DTP3_coverage_pct,96.0
2002-12-31,MKD,HepB3_coverage_pct,0.0
2002-12-31,MKD,MCV1_measles_coverage_pct,98.0
2002-12-31,MLI,BCG_coverage_pct,82.0
2002-12-31,MLI,DTP3_coverage_pct,61.0
2002-12-31,MLI,HepB3_coverage_pct,0.0
2002-12-31,MLI,MCV1_measles_coverage_pct,56.0
2002-12-31,MLT,DTP3_coverage_pct,95.0
2002-12-31,MLT,HepB3_coverage_pct,0.0
2002-12-31,MLT,MCV1_measles_coverage_pct,65.0
2002-12-31,MMR,BCG_coverage_pct,82.0
2002-12-31,MMR,DTP3_coverage_pct,79.0
2002-12-31,MMR,HepB3_coverage_pct,0.0
2002-12-31,MMR,MCV1_measles_coverage_pct,77.0
2002-12-31,MNG,BCG_coverage_pct,98.0
2002-12-31,MNG,DTP3_coverage_pct,98.0
2002-12-31,MNG,HepB3_coverage_pct,98.0
2002-12-31,MNG,MCV1_measles_coverage_pct,98.0
2002-12-31,MOZ,BCG_coverage_pct,87.0
2002-12-31,MOZ,DTP3_coverage_pct,76.0
2002-12-31,MOZ,HepB3_coverage_pct,76.0
2002-12-31,MOZ,MCV1_measles_coverage_pct,77.0
2002-12-31,MRT,BCG_coverage_pct,99.0
2002-12-31,MRT,DTP3_coverage_pct,89.0
2002-12-31,MRT,HepB3_coverage_pct,0.0
2002-12-31,MRT,MCV1_measles_coverage_pct,87.0
2002-12-31,MUS,BCG_coverage_pct,87.0
2002-12-31,MUS,DTP3_coverage_pct,88.0
2002-12-31,MUS,HepB3_coverage_pct,88.0
2002-12-31,MUS,MCV1_measles_coverage_pct,84.0
2002-12-31,MWI,BCG_coverage_pct,78.0
2002-12-31,MWI,DTP3_coverage_pct,64.0
2002-12-31,MWI,HepB3_coverage_pct,64.0
2002-12-31,MWI,MCV1_measles_coverage_pct,69.0
2002-12-31,MYS,BCG_coverage_pct,98.0
2002-12-31,MYS,DTP3_coverage_pct,94.0
2002-12-31,MYS,HepB3_coverage_pct,95.0
2002-12-31,MYS,MCV1_measles_coverage_pct,94.0
2002-12-31,NAM,BCG_coverage_pct,81.0
2002-12-31,NAM,DTP3_coverage_pct,77.0
2002-12-31,NAM,HepB3_coverage_pct,0.0
2002-12-31,NAM,MCV1_measles_coverage_pct,68.0
2002-12-31,NER,BCG_coverage_pct,56.0
2002-12-31,NER,DTP3_coverage_pct,39.0
2002-12-31,NER,HepB3_coverage_pct,0.0
2002-12-31,NER,MCV1_measles_coverage_pct,41.0
2002-12-31,NGA,BCG_coverage_pct,38.0
2002-12-31,NGA,DTP3_coverage_pct,25.0
2002-12-31,NGA,HepB3_coverage_pct,0.0
2002-12-31,NGA,MCV1_measles_coverage_pct,30.0
2002-12-31,NIC,BCG_coverage_pct,93.0
2002-12-31,NIC,DTP3_coverage_pct,85.0
2002-12-31,NIC,HepB3_coverage_pct,85.0
2002-12-31,NIC,MCV1_measles_coverage_pct,98.0
2002-12-31,NIU,BCG_coverage_pct,99.0
2002-12-31,NIU,DTP3_coverage_pct,99.0
2002-12-31,NIU,HepB3_coverage_pct,99.0
2002-12-31,NIU,MCV1_measles_coverage_pct,99.0
2002-12-31,NLD,DTP3_coverage_pct,97.0
2002-12-31,NLD,HepB3_coverage_pct,0.0
2002-12-31,NLD,MCV1_measles_coverage_pct,95.0
2002-12-31,NOR,DTP3_coverage_pct,93.0
2002-12-31,NOR,HepB3_coverage_pct,0.0
2002-12-31,NOR,MCV1_measles_coverage_pct,87.0
2002-12-31,NPL,BCG_coverage_pct,85.0
2002-12-31,NPL,DTP3_coverage_pct,72.0
2002-12-31,NPL,HepB3_coverage_pct,0.0
2002-12-31,NPL,MCV1_measles_coverage_pct,71.0
2002-12-31,NRU,BCG_coverage_pct,99.0
2002-12-31,NRU,DTP3_coverage_pct,80.0
2002-12-31,NRU,HepB3_coverage_pct,75.0
2002-12-31,NRU,MCV1_measles_coverage_pct,40.0
2002-12-31,NZL,DTP3_coverage_pct,90.0
2002-12-31,NZL,HepB3_coverage_pct,89.0
2002-12-31,NZL,MCV1_measles_coverage_pct,84.0
2002-12-31,OMN,BCG_coverage_pct,98.0
2002-12-31,OMN,DTP3_coverage_pct,99.0
2002-12-31,OMN,HepB3_coverage_pct,99.0
2002-12-31,OMN,MCV1_measles_coverage_pct,99.0
2002-12-31,PAK,BCG_coverage_pct,73.0
2002-12-31,PAK,DTP3_coverage_pct,63.0
2002-12-31,PAK,HepB3_coverage_pct,0.0
2002-12-31,PAK,MCV1_measles_coverage_pct,60.0
2002-12-31,PAN,BCG_coverage_pct,99.0
2002-12-31,PAN,DTP3_coverage_pct,99.0
2002-12-31,PAN,HepB3_coverage_pct,98.0
2002-12-31,PAN,MCV1_measles_coverage_pct,95.0
2002-12-31,PER,BCG_coverage_pct,92.0
2002-12-31,PER,DTP3_coverage_pct,95.0
2002-12-31,PER,HepB3_coverage_pct,0.0
2002-12-31,PER,MCV1_measles_coverage_pct,95.0
2002-12-31,PHL,BCG_coverage_pct,85.0
2002-12-31,PHL,DTP3_coverage_pct,79.0
2002-12-31,PHL,HepB3_coverage_pct,42.0
2002-12-31,PHL,MCV1_measles_coverage_pct,82.0
2002-12-31,PLW,DTP3_coverage_pct,99.0
2002-12-31,PLW,HepB3_coverage_pct,99.0
2002-12-31,PLW,MCV1_measles_coverage_pct,99.0
2002-12-31,PNG,BCG_coverage_pct,84.0
2002-12-31,PNG,DTP3_coverage_pct,61.0
2002-12-31,PNG,HepB3_coverage_pct,60.0
2002-12-31,PNG,MCV1_measles_coverage_pct,73.0
2002-12-31,POL,BCG_coverage_pct,95.0
2002-12-31,POL,DTP3_coverage_pct,99.0
2002-12-31,POL,HepB3_coverage_pct,98.0
2002-12-31,POL,MCV1_measles_coverage_pct,98.0
2002-12-31,PRK,BCG_coverage_pct,96.0
2002-12-31,PRK,DTP3_coverage_pct,64.0
2002-12-31,PRK,HepB3_coverage_pct,0.0
2002-12-31,PRK,MCV1_measles_coverage_pct,98.0
2002-12-31,PRT,BCG_coverage_pct,81.0
2002-12-31,PRT,DTP3_coverage_pct,98.0
2002-12-31,PRT,HepB3_coverage_pct,82.0
2002-12-31,PRT,MCV1_measles_coverage_pct,93.0
2002-12-31,PRY,BCG_coverage_pct,83.0
2002-12-31,PRY,DTP3_coverage_pct,87.0
2002-12-31,PRY,HepB3_coverage_pct,0.0
2002-12-31,PRY,MCV1_measles_coverage_pct,86.0
2002-12-31,PSE,BCG_coverage_pct,96.0
2002-12-31,PSE,DTP3_coverage_pct,97.0
2002-12-31,PSE,HepB3_coverage_pct,91.0
2002-12-31,PSE,MCV1_measles_coverage_pct,94.0
2002-12-31,QAT,BCG_coverage_pct,99.0
2002-12-31,QAT,DTP3_coverage_pct,96.0
2002-12-31,QAT,HepB3_coverage_pct,98.0
2002-12-31,QAT,MCV1_measles_coverage_pct,99.0
2002-12-31,ROU,BCG_coverage_pct,99.0
2002-12-31,ROU,DTP3_coverage_pct,98.0
2002-12-31,ROU,HepB3_coverage_pct,99.0
2002-12-31,ROU,MCV1_measles_coverage_pct,98.0
2002-12-31,RUS,BCG_coverage_pct,97.0
2002-12-31,RUS,DTP3_coverage_pct,97.0
2002-12-31,RUS,HepB3_coverage_pct,81.0
2002-12-31,RUS,MCV1_measles_coverage_pct,98.0
2002-12-31,RWA,BCG_coverage_pct,88.0
2002-12-31,RWA,DTP3_coverage_pct,88.0
2002-12-31,RWA,HepB3_coverage_pct,88.0
2002-12-31,RWA,MCV1_measles_coverage_pct,69.0
2002-12-31,SAU,BCG_coverage_pct,98.0
2002-12-31,SAU,DTP3_coverage_pct,95.0
2002-12-31,SAU,HepB3_coverage_pct,97.0
2002-12-31,SAU,MCV1_measles_coverage_pct,97.0
2002-12-31,SDN,BCG_coverage_pct,65.0
2002-12-31,SDN,DTP3_coverage_pct,60.0
2002-12-31,SDN,HepB3_coverage_pct,0.0
2002-12-31,SDN,MCV1_measles_coverage_pct,58.0
2002-12-31,SEN,BCG_coverage_pct,70.0
2002-12-31,SEN,DTP3_coverage_pct,60.0
2002-12-31,SEN,HepB3_coverage_pct,0.0
2002-12-31,SEN,MCV1_measles_coverage_pct,54.0
2002-12-31,SGP,BCG_coverage_pct,98.0
2002-12-31,SGP,DTP3_coverage_pct,94.0
2002-12-31,SGP,HepB3_coverage_pct,95.0
2002-12-31,SGP,MCV1_measles_coverage_pct,94.0
2002-12-31,SLB,BCG_coverage_pct,87.0
2002-12-31,SLB,DTP3_coverage_pct,78.0
2002-12-31,SLB,HepB3_coverage_pct,75.0
2002-12-31,SLB,MCV1_measles_coverage_pct,78.0
2002-12-31,SLE,BCG_coverage_pct,76.0
2002-12-31,SLE,DTP3_coverage_pct,53.0
2002-12-31,SLE,HepB3_coverage_pct,0.0
2002-12-31,SLE,MCV1_measles_coverage_pct,62.0
2002-12-31,SLV,BCG_coverage_pct,92.0
2002-12-31,SLV,DTP3_coverage_pct,81.0
2002-12-31,SLV,HepB3_coverage_pct,81.0
2002-12-31,SLV,MCV1_measles_coverage_pct,93.0
2002-12-31,SMR,DTP3_coverage_pct,96.0
2002-12-31,SMR,HepB3_coverage_pct,96.0
2002-12-31,SMR,MCV1_measles_coverage_pct,96.0
2002-12-31,SOM,BCG_coverage_pct,60.0
2002-12-31,SOM,DTP3_coverage_pct,40.0
2002-12-31,SOM,HepB3_coverage_pct,0.0
2002-12-31,SOM,MCV1_measles_coverage_pct,45.0
2002-12-31,SRB,BCG_coverage_pct,91.0
2002-12-31,SRB,DTP3_coverage_pct,95.0
2002-12-31,SRB,HepB3_coverage_pct,0.0
2002-12-31,SRB,MCV1_measles_coverage_pct,92.0
2002-12-31,STP,BCG_coverage_pct,96.0
2002-12-31,STP,DTP3_coverage_pct,92.0
2002-12-31,STP,HepB3_coverage_pct,0.0
2002-12-31,STP,MCV1_measles_coverage_pct,85.0
2002-12-31,SUR,DTP3_coverage_pct,73.0
2002-12-31,SUR,HepB3_coverage_pct,0.0
2002-12-31,SUR,MCV1_measles_coverage_pct,73.0
2002-12-31,SVK,BCG_coverage_pct,98.0
2002-12-31,SVK,DTP3_coverage_pct,99.0
2002-12-31,SVK,HepB3_coverage_pct,99.0
2002-12-31,SVK,MCV1_measles_coverage_pct,99.0
2002-12-31,SVN,BCG_coverage_pct,97.0
2002-12-31,SVN,DTP3_coverage_pct,93.0
2002-12-31,SVN,HepB3_coverage_pct,0.0
2002-12-31,SVN,MCV1_measles_coverage_pct,93.0
2002-12-31,SWE,BCG_coverage_pct,16.0
2002-12-31,SWE,DTP3_coverage_pct,99.0
2002-12-31,SWE,HepB3_coverage_pct,0.0
2002-12-31,SWE,MCV1_measles_coverage_pct,95.0
2002-12-31,SWZ,BCG_coverage_pct,90.0
2002-12-31,SWZ,DTP3_coverage_pct,85.0
2002-12-31,SWZ,HepB3_coverage_pct,88.0
2002-12-31,SWZ,MCV1_measles_coverage_pct,93.0
2002-12-31,SYC,BCG_coverage_pct,99.0
2002-12-31,SYC,DTP3_coverage_pct,99.0
2002-12-31,SYC,HepB3_coverage_pct,98.0
2002-12-31,SYC,MCV1_measles_coverage_pct,98.0
2002-12-31,SYR,BCG_coverage_pct,90.0
2002-12-31,SYR,DTP3_coverage_pct,86.0
2002-12-31,SYR,HepB3_coverage_pct,80.0
2002-12-31,SYR,MCV1_measles_coverage_pct,84.0
2002-12-31,TCD,BCG_coverage_pct,46.0
2002-12-31,TCD,DTP3_coverage_pct,25.0
2002-12-31,TCD,HepB3_coverage_pct,0.0
2002-12-31,TCD,MCV1_measles_coverage_pct,25.0
2002-12-31,TGO,BCG_coverage_pct,81.0
2002-12-31,TGO,DTP3_coverage_pct,59.0
2002-12-31,TGO,HepB3_coverage_pct,0.0
2002-12-31,TGO,MCV1_measles_coverage_pct,48.0
2002-12-31,THA,BCG_coverage_pct,99.0
2002-12-31,THA,DTP3_coverage_pct,96.0
2002-12-31,THA,HepB3_coverage_pct,95.0
2002-12-31,THA,MCV1_measles_coverage_pct,94.0
2002-12-31,TJK,BCG_coverage_pct,97.0
2002-12-31,TJK,DTP3_coverage_pct,85.0
2002-12-31,TJK,HepB3_coverage_pct,39.0
2002-12-31,TJK,MCV1_measles_coverage_pct,89.0
2002-12-31,TKM,BCG_coverage_pct,99.0
2002-12-31,TKM,DTP3_coverage_pct,98.0
2002-12-31,TKM,HepB3_coverage_pct,96.0
2002-12-31,TKM,MCV1_measles_coverage_pct,88.0
2002-12-31,TLS,BCG_coverage_pct,75.0
2002-12-31,TLS,DTP3_coverage_pct,54.0
2002-12-31,TLS,HepB3_coverage_pct,0.0
2002-12-31,TLS,MCV1_measles_coverage_pct,56.0
2002-12-31,TON,BCG_coverage_pct,95.0
2002-12-31,TON,DTP3_coverage_pct,90.0
2002-12-31,TON,HepB3_coverage_pct,95.0
2002-12-31,TON,MCV1_measles_coverage_pct,90.0
2002-12-31,TTO,DTP3_coverage_pct,96.0
2002-12-31,TTO,HepB3_coverage_pct,5.0
2002-12-31,TTO,MCV1_measles_coverage_pct,87.0
2002-12-31,TUN,BCG_coverage_pct,91.0
2002-12-31,TUN,DTP3_coverage_pct,96.0
2002-12-31,TUN,HepB3_coverage_pct,93.0
2002-12-31,TUN,MCV1_measles_coverage_pct,94.0
2002-12-31,TUR,BCG_coverage_pct,89.0
2002-12-31,TUR,DTP3_coverage_pct,78.0
2002-12-31,TUR,HepB3_coverage_pct,72.0
2002-12-31,TUR,MCV1_measles_coverage_pct,83.0
2002-12-31,TUV,BCG_coverage_pct,99.0
2002-12-31,TUV,DTP3_coverage_pct,98.0
2002-12-31,TUV,HepB3_coverage_pct,99.0
2002-12-31,TUV,MCV1_measles_coverage_pct,99.0
2002-12-31,TZA,BCG_coverage_pct,88.0
2002-12-31,TZA,DTP3_coverage_pct,89.0
2002-12-31,TZA,HepB3_coverage_pct,89.0
2002-12-31,TZA,MCV1_measles_coverage_pct,89.0
2002-12-31,UGA,BCG_coverage_pct,85.0
2002-12-31,UGA,DTP3_coverage_pct,57.0
2002-12-31,UGA,HepB3_coverage_pct,29.0
2002-12-31,UGA,MCV1_measles_coverage_pct,62.0
2002-12-31,UKR,BCG_coverage_pct,98.0
2002-12-31,UKR,DTP3_coverage_pct,99.0
2002-12-31,UKR,HepB3_coverage_pct,48.0
2002-12-31,UKR,MCV1_measles_coverage_pct,99.0
2002-12-31,URY,BCG_coverage_pct,99.0
2002-12-31,URY,DTP3_coverage_pct,95.0
2002-12-31,URY,HepB3_coverage_pct,95.0
2002-12-31,URY,MCV1_measles_coverage_pct,95.0
2002-12-31,USA,DTP3_coverage_pct,94.0
2002-12-31,USA,HepB3_coverage_pct,88.0
2002-12-31,USA,MCV1_measles_coverage_pct,91.0
2002-12-31,UZB,BCG_coverage_pct,99.0
2002-12-31,UZB,DTP3_coverage_pct,99.0
2002-12-31,UZB,HepB3_coverage_pct,62.0
2002-12-31,UZB,MCV1_measles_coverage_pct,97.0
2002-12-31,VCT,BCG_coverage_pct,91.0
2002-12-31,VCT,DTP3_coverage_pct,99.0
2002-12-31,VCT,HepB3_coverage_pct,0.0
2002-12-31,VCT,MCV1_measles_coverage_pct,99.0
2002-12-31,VEN,BCG_coverage_pct,90.0
2002-12-31,VEN,DTP3_coverage_pct,65.0
2002-12-31,VEN,HepB3_coverage_pct,60.0
2002-12-31,VEN,MCV1_measles_coverage_pct,83.0
2002-12-31,VNM,BCG_coverage_pct,97.0
2002-12-31,VNM,DTP3_coverage_pct,75.0
2002-12-31,VNM,HepB3_coverage_pct,0.0
2002-12-31,VNM,MCV1_measles_coverage_pct,96.0
2002-12-31,VUT,BCG_coverage_pct,80.0
2002-12-31,VUT,DTP3_coverage_pct,70.0
2002-12-31,VUT,HepB3_coverage_pct,66.0
2002-12-31,VUT,MCV1_measles_coverage_pct,58.0
2002-12-31,WSM,BCG_coverage_pct,98.0
2002-12-31,WSM,DTP3_coverage_pct,92.0
2002-12-31,WSM,HepB3_coverage_pct,92.0
2002-12-31,WSM,MCV1_measles_coverage_pct,99.0
2002-12-31,YEM,BCG_coverage_pct,73.0
2002-12-31,YEM,DTP3_coverage_pct,65.0
2002-12-31,YEM,HepB3_coverage_pct,31.0
2002-12-31,YEM,MCV1_measles_coverage_pct,62.0
2002-12-31,ZAF,BCG_coverage_pct,84.0
2002-12-31,ZAF,DTP3_coverage_pct,70.0
2002-12-31,ZAF,HepB3_coverage_pct,72.0
2002-12-31,ZAF,MCV1_measles_coverage_pct,65.0
2002-12-31,ZMB,BCG_coverage_pct,94.0
2002-12-31,ZMB,DTP3_coverage_pct,84.0
2002-12-31,ZMB,HepB3_coverage_pct,0.0
2002-12-31,ZMB,MCV1_measles_coverage_pct,84.0
2002-12-31,ZWE,BCG_coverage_pct,80.0
2002-12-31,ZWE,DTP3_coverage_pct,71.0
2002-12-31,ZWE,HepB3_coverage_pct,73.0
2002-12-31,ZWE,MCV1_measles_coverage_pct,70.0
2003-12-31,AFG,BCG_coverage_pct,44.0
2003-12-31,AFG,DTP3_coverage_pct,41.0
2003-12-31,AFG,HepB3_coverage_pct,0.0
2003-12-31,AFG,MCV1_measles_coverage_pct,39.0
2003-12-31,AGO,BCG_coverage_pct,56.0
2003-12-31,AGO,DTP3_coverage_pct,46.0
2003-12-31,AGO,HepB3_coverage_pct,0.0
2003-12-31,AGO,MCV1_measles_coverage_pct,62.0
2003-12-31,ALB,BCG_coverage_pct,95.0
2003-12-31,ALB,DTP3_coverage_pct,97.0
2003-12-31,ALB,HepB3_coverage_pct,97.0
2003-12-31,ALB,MCV1_measles_coverage_pct,93.0
2003-12-31,AND,DTP3_coverage_pct,99.0
2003-12-31,AND,HepB3_coverage_pct,81.0
2003-12-31,AND,MCV1_measles_coverage_pct,96.0
2003-12-31,ARE,BCG_coverage_pct,98.0
2003-12-31,ARE,DTP3_coverage_pct,94.0
2003-12-31,ARE,HepB3_coverage_pct,92.0
2003-12-31,ARE,MCV1_measles_coverage_pct,94.0
2003-12-31,ARG,BCG_coverage_pct,99.0
2003-12-31,ARG,DTP3_coverage_pct,96.0
2003-12-31,ARG,HepB3_coverage_pct,90.0
2003-12-31,ARG,MCV1_measles_coverage_pct,97.0
2003-12-31,ARM,BCG_coverage_pct,92.0
2003-12-31,ARM,DTP3_coverage_pct,94.0
2003-12-31,ARM,HepB3_coverage_pct,93.0
2003-12-31,ARM,MCV1_measles_coverage_pct,94.0
2003-12-31,ATG,DTP3_coverage_pct,99.0
2003-12-31,ATG,HepB3_coverage_pct,99.0
2003-12-31,ATG,MCV1_measles_coverage_pct,99.0
2003-12-31,AUS,DTP3_coverage_pct,93.0
2003-12-31,AUS,HepB3_coverage_pct,95.0
2003-12-31,AUS,MCV1_measles_coverage_pct,94.0
2003-12-31,AUT,DTP3_coverage_pct,84.0
2003-12-31,AUT,HepB3_coverage_pct,83.0
2003-12-31,AUT,MCV1_measles_coverage_pct,79.0
2003-12-31,AZE,BCG_coverage_pct,83.0
2003-12-31,AZE,DTP3_coverage_pct,77.0
2003-12-31,AZE,HepB3_coverage_pct,51.0
2003-12-31,AZE,MCV1_measles_coverage_pct,67.0
2003-12-31,BDI,BCG_coverage_pct,90.0
2003-12-31,BDI,DTP3_coverage_pct,82.0
2003-12-31,BDI,HepB3_coverage_pct,0.0
2003-12-31,BDI,MCV1_measles_coverage_pct,76.0
2003-12-31,BEL,DTP3_coverage_pct,95.0
2003-12-31,BEL,HepB3_coverage_pct,64.0
2003-12-31,BEL,MCV1_measles_coverage_pct,82.0
2003-12-31,BEN,BCG_coverage_pct,90.0
2003-12-31,BEN,DTP3_coverage_pct,73.0
2003-12-31,BEN,HepB3_coverage_pct,73.0
2003-12-31,BEN,MCV1_measles_coverage_pct,65.0
2003-12-31,BFA,BCG_coverage_pct,83.0
2003-12-31,BFA,DTP3_coverage_pct,79.0
2003-12-31,BFA,HepB3_coverage_pct,0.0
2003-12-31,BFA,MCV1_measles_coverage_pct,76.0
2003-12-31,BGD,BCG_coverage_pct,93.0
2003-12-31,BGD,DTP3_coverage_pct,87.0
2003-12-31,BGD,HepB3_coverage_pct,5.0
2003-12-31,BGD,MCV1_measles_coverage_pct,76.0
2003-12-31,BGR,BCG_coverage_pct,98.0
2003-12-31,BGR,DTP3_coverage_pct,96.0
2003-12-31,BGR,HepB3_coverage_pct,96.0
2003-12-31,BGR,MCV1_measles_coverage_pct,96.0
2003-12-31,BHR,DTP3_coverage_pct,97.0
2003-12-31,BHR,HepB3_coverage_pct,98.0
2003-12-31,BHR,MCV1_measles_coverage_pct,99.0
2003-12-31,BHS,DTP3_coverage_pct,92.0
2003-12-31,BHS,HepB3_coverage_pct,88.0
2003-12-31,BHS,MCV1_measles_coverage_pct,90.0
2003-12-31,BIH,BCG_coverage_pct,94.0
2003-12-31,BIH,DTP3_coverage_pct,87.0
2003-12-31,BIH,HepB3_coverage_pct,0.0
2003-12-31,BIH,MCV1_measles_coverage_pct,84.0
2003-12-31,BLR,BCG_coverage_pct,99.0
2003-12-31,BLR,DTP3_coverage_pct,50.0
2003-12-31,BLR,HepB3_coverage_pct,56.0
2003-12-31,BLR,MCV1_measles_coverage_pct,99.0
2003-12-31,BLZ,BCG_coverage_pct,99.0
2003-12-31,BLZ,DTP3_coverage_pct,96.0
2003-12-31,BLZ,HepB3_coverage_pct,96.0
2003-12-31,BLZ,MCV1_measles_coverage_pct,96.0
2003-12-31,BOL,BCG_coverage_pct,96.0
2003-12-31,BOL,DTP3_coverage_pct,88.0
2003-12-31,BOL,HepB3_coverage_pct,80.0
2003-12-31,BOL,MCV1_measles_coverage_pct,96.0
2003-12-31,BRA,BCG_coverage_pct,99.0
2003-12-31,BRA,DTP3_coverage_pct,99.0
2003-12-31,BRA,HepB3_coverage_pct,97.0
2003-12-31,BRA,MCV1_measles_coverage_pct,97.0
2003-12-31,BRB,DTP3_coverage_pct,89.0
2003-12-31,BRB,HepB3_coverage_pct,91.0
2003-12-31,BRB,MCV1_measles_coverage_pct,90.0
2003-12-31,BRN,BCG_coverage_pct,95.0
2003-12-31,BRN,DTP3_coverage_pct,92.0
2003-12-31,BRN,HepB3_coverage_pct,99.0
2003-12-31,BRN,MCV1_measles_coverage_pct,98.0
2003-12-31,BTN,BCG_coverage_pct,93.0
2003-12-31,BTN,DTP3_coverage_pct,95.0
2003-12-31,BTN,HepB3_coverage_pct,95.0
2003-12-31,BTN,MCV1_measles_coverage_pct,88.0
2003-12-31,BWA,BCG_coverage_pct,99.0
2003-12-31,BWA,DTP3_coverage_pct,96.0
2003-12-31,BWA,HepB3_coverage_pct,90.0
2003-12-31,BWA,MCV1_measles_coverage_pct,92.0
2003-12-31,CAF,BCG_coverage_pct,72.0
2003-12-31,CAF,DTP3_coverage_pct,47.0
2003-12-31,CAF,HepB3_coverage_pct,0.0
2003-12-31,CAF,MCV1_measles_coverage_pct,49.0
2003-12-31,CAN,DTP3_coverage_pct,91.0
2003-12-31,CAN,HepB3_coverage_pct,14.0
2003-12-31,CAN,MCV1_measles_coverage_pct,95.0
2003-12-31,CHE,DTP3_coverage_pct,93.0
2003-12-31,CHE,HepB3_coverage_pct,0.0
2003-12-31,CHE,MCV1_measles_coverage_pct,82.0
2003-12-31,CHL,BCG_coverage_pct,95.0
2003-12-31,CHL,DTP3_coverage_pct,96.0
2003-12-31,CHL,HepB3_coverage_pct,0.0
2003-12-31,CHL,MCV1_measles_coverage_pct,96.0
2003-12-31,CHN,BCG_coverage_pct,85.0
2003-12-31,CHN,DTP3_coverage_pct,86.0
2003-12-31,CHN,HepB3_coverage_pct,75.0
2003-12-31,CHN,MCV1_measles_coverage_pct,85.0
2003-12-31,CIV,BCG_coverage_pct,78.0
2003-12-31,CIV,DTP3_coverage_pct,62.0
2003-12-31,CIV,HepB3_coverage_pct,63.0
2003-12-31,CIV,MCV1_measles_coverage_pct,70.0
2003-12-31,CMR,BCG_coverage_pct,82.0
2003-12-31,CMR,DTP3_coverage_pct,73.0
2003-12-31,CMR,HepB3_coverage_pct,0.0
2003-12-31,CMR,MCV1_measles_coverage_pct,61.0
2003-12-31,COD,BCG_coverage_pct,59.0
2003-12-31,COD,DTP3_coverage_pct,42.0
2003-12-31,COD,HepB3_coverage_pct,0.0
2003-12-31,COD,MCV1_measles_coverage_pct,48.0
2003-12-31,COG,BCG_coverage_pct,60.0
2003-12-31,COG,DTP3_coverage_pct,50.0
2003-12-31,COG,HepB3_coverage_pct,0.0
2003-12-31,COG,MCV1_measles_coverage_pct,50.0
2003-12-31,COK,BCG_coverage_pct,99.0
2003-12-31,COK,DTP3_coverage_pct,96.0
2003-12-31,COK,HepB3_coverage_pct,93.0
2003-12-31,COK,MCV1_measles_coverage_pct,99.0
2003-12-31,COL,BCG_coverage_pct,97.0
2003-12-31,COL,DTP3_coverage_pct,92.0
2003-12-31,COL,HepB3_coverage_pct,92.0
2003-12-31,COL,MCV1_measles_coverage_pct,93.0
2003-12-31,COM,BCG_coverage_pct,79.0
2003-12-31,COM,DTP3_coverage_pct,80.0
2003-12-31,COM,HepB3_coverage_pct,28.0
2003-12-31,COM,MCV1_measles_coverage_pct,67.0
2003-12-31,CPV,BCG_coverage_pct,98.0
2003-12-31,CPV,DTP3_coverage_pct,92.0
2003-12-31,CPV,HepB3_coverage_pct,66.0
2003-12-31,CPV,MCV1_measles_coverage_pct,90.0
2003-12-31,CRI,BCG_coverage_pct,93.0
2003-12-31,CRI,DTP3_coverage_pct,88.0
2003-12-31,CRI,HepB3_coverage_pct,86.0
2003-12-31,CRI,MCV1_measles_coverage_pct,89.0
2003-12-31,CUB,BCG_coverage_pct,99.0
2003-12-31,CUB,DTP3_coverage_pct,72.0
2003-12-31,CUB,HepB3_coverage_pct,99.0
2003-12-31,CUB,MCV1_measles_coverage_pct,99.0
2003-12-31,CYP,DTP3_coverage_pct,98.0
2003-12-31,CYP,HepB3_coverage_pct,88.0
2003-12-31,CYP,MCV1_measles_coverage_pct,86.0
2003-12-31,CZE,BCG_coverage_pct,98.0
2003-12-31,CZE,DTP3_coverage_pct,97.0
2003-12-31,CZE,HepB3_coverage_pct,92.0
2003-12-31,CZE,MCV1_measles_coverage_pct,97.0
2003-12-31,DEU,DTP3_coverage_pct,97.0
2003-12-31,DEU,HepB3_coverage_pct,90.0
2003-12-31,DEU,MCV1_measles_coverage_pct,95.0
2003-12-31,DJI,BCG_coverage_pct,63.0
2003-12-31,DJI,DTP3_coverage_pct,68.0
2003-12-31,DJI,HepB3_coverage_pct,0.0
2003-12-31,DJI,MCV1_measles_coverage_pct,66.0
2003-12-31,DMA,BCG_coverage_pct,99.0
2003-12-31,DMA,DTP3_coverage_pct,99.0
2003-12-31,DMA,HepB3_coverage_pct,0.0
2003-12-31,DMA,MCV1_measles_coverage_pct,99.0
2003-12-31,DNK,DTP3_coverage_pct,96.0
2003-12-31,DNK,HepB3_coverage_pct,0.0
2003-12-31,DNK,MCV1_measles_coverage_pct,96.0
2003-12-31,DOM,BCG_coverage_pct,95.0
2003-12-31,DOM,DTP3_coverage_pct,79.0
2003-12-31,DOM,HepB3_coverage_pct,79.0
